"StartDate","EndDate","IPAddress","Duration..in.seconds.","Finished","RecordedDate","LocationLatitude","LocationLongitude","hb_hb_1","hb_hb_2","hb_hb_3","hb_hb_4","nat_nat_1","nat_nat_2r","nat_nat_3","nat_nat_4","nat_nat_5","medSkept_medSkept_1","medSkept_medSkept_2r","medSkept_medSkept_3","medSkept_medSkept_4","medSkept_medSkept_5","medSkept_medSkept_6","diseaseRare_diseaseRare_1","diseaseRare_diseaseRare_2","diseaseRare_diseaseRare_3","diseaseRare_check_5","diseaseSevere_diseaseSevere_1","diseaseSevere_diseaseSevere_2","diseaseSevere_diseaseSevere_3","diseaseSevere_diseaseSevere_4","diseaseSevere_diseaseSevere_5r","vaccEff_vaccEff_1","vaccEff_vaccEff_2r","vaccEff_vaccEff_3r","vaccEff_vaccEff_4","vaccDanger_vaccDanger_1","vaccDanger_vaccDanger_2","vaccDanger_vaccDanger_3","vaccDanger_vaccDanger_4r","vaccTox_vaccTox_1","vaccTox_vaccTox_2","vaccTox_vaccTox_3","vaccTox_vaccTox_4r","vaccStrain_vaccStrain_1","vaccStrain_vaccStrain_2r","vaccStrain_vaccStrain_3","vaccIntent_vaccIntent_1r","vaccIntent_vaccIntent_2","vaccIntent_vaccIntent_3r","vaccIntent_vaccIntent_4","vaccIntent_vaccIntent_5r","infantVuln_infantVuln_1r","infantVuln_infantVuln_2","infantVuln_infantVuln_3","parentDuty_parentDuty_1","parentDuty_parentDuty_2","parentDuty_parentDuty_3","parentDuty_parentDuty_4","parentDuty_check_3","parentExpert_parentExpert_1","parentExpert_parentExpert_2","parentExpert_parentExpert_3","parentExpert_parentExpert_4","parentExpert_parentExpert_5","infantImmLimCap_infantImmLimCap_1","infantImmLimCap_infantImmLimCap_2r","infantImmLimCap_infantImmLimCap_3","infantImmLimCap_infantImmLimCap_4","immSympt_immSympt_1","immSympt_immSympt_2r","immSympt_immSympt_3r","infantImmWeak_infantImmWeak_1","infantImmWeak_infantImmWeak_2","infantImmWeak_infantImmWeak_3","infantImmWeak_infantImmWeak_4r","sex","age","educ","comments","workerId","assignmentId","hitId"
"6/21/17 8:04","6/21/17 8:15","01fedeb453cda0ce",634,1,"6/21/17 8:15",34.09,-117.89,5,6,4,6,5,5,3,3,4,5,5,5,3,3,5,3,4,4,5,5,4,5,5,5,4,5,4,6,3,3,3,4,2,3,3,3,3,4,6,3,7,3,5,2,5,6,3,4,4,3,5,3,3,5,3,2,3,5,4,3,4,3,5,3,4,4,2,6,1,24,3,"","a0942ac9a0baf6fe","378XPAWRUCDSZ4P4QVAX1HNTS7PAIB","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:04","6/21/17 8:15","52d7939baaa3c786",658,1,"6/21/17 8:15",29.59,-98.29,2,1,4,1,1,6,4,1,1,6,6,1,2,1,5,2,3,2,5,7,7,7,7,1,7,1,1,7,1,2,1,7,1,1,1,7,2,7,2,1,7,1,7,1,6,6,6,7,4,7,7,3,2,1,6,3,1,6,6,4,4,2,7,7,1,2,4,4,1,25,3,"The whole anti-vax movement is disgusting and shameful, I really think parents who refuse to vaccinate their children should be fined substantially or punished as they are putting not only their children,  but other people's children at risk for these diseases that vaccines have essentially eliminated, that is until people stopped getting vaccines for one dumb reason or another.","07d4e4feb4013ac9","3STRJBFXOWROKVE1WYMQ92SY80YTKP","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:07","6/21/17 8:16","0af6908a052e9f13",488,1,"6/21/17 8:16",39.26,-76.5,6,5,5,6,3,5,3,2,2,4,6,2,2,3,6,2,2,3,5,5,5,2,6,3,6,5,2,6,2,3,3,6,2,2,3,6,3,5,3,6,6,2,6,2,5,6,6,6,5,6,5,3,6,5,6,6,5,5,5,6,6,3,6,6,6,5,6,4,0,38,4,"","227cfdb3fe96864f","3QAVNHZ3EM4UP5XABY7ATXFL9BJALP","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:06","6/21/17 8:16","099464fef1a7686c",613,1,"6/21/17 8:16",39.89,-80.7,7,5,5,6,5,5,5,3,1,7,7,1,4,2,7,6,6,4,5,7,6,6,7,1,7,3,3,7,7,7,7,5,7,6,7,3,6,3,7,4,6,2,6,2,3,7,7,7,7,7,6,3,6,5,7,2,5,7,5,7,7,2,7,6,6,7,7,3,1,30,5,"none","c6829811632ce3c6","3OE22WJIGIOPVBRL98WXAKQ9QKXQU5","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:11","6/21/17 8:16","36a85ae7b9e177eb",294,1,"6/21/17 8:16",34.93,-80.73,7,7,7,5,5,5,6,3,1,7,3,5,6,6,7,2,2,2,5,5,6,5,4,2,4,7,5,2,6,7,6,2,6,6,6,2,6,2,6,6,2,4,2,5,3,7,6,7,6,7,7,3,6,5,7,6,6,7,4,5,6,2,5,5,7,5,5,3,1,42,3,"This was an important and fascinating task.  Thanks for the HIT!  I did my best and hope the data is useful!","9a47fc35a2da04ca","34FNN24DCM9HJYSSZH5JFU1VQCLY5Y","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:05","6/21/17 8:16","60f0da653d04e8ab",643,1,"6/21/17 8:16",40.37,-75.29,2,4,4,4,3,4,4,4,4,6,3,4,4,4,5,4,4,3,6,4,4,4,4,2,6,3,3,4,4,4,4,5,4,4,4,5,3,6,3,3,5,4,5,3,5,5,5,5,5,5,5,2,6,5,6,2,4,5,5,5,5,3,5,5,4,4,5,5,1,43,6,"","390bc8d7f4e139ac","3UN61F00HWP8MXG6LMDP7Y8YNP75R4","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:06","6/21/17 8:16","4a93d30d18486cd0",620,1,"6/21/17 8:16",43.13,-88.34,5,1,3,2,3,6,1,1,1,1,7,1,2,1,5,7,6,7,5,3,2,5,4,4,7,2,1,7,1,1,1,7,1,1,2,6,1,6,2,1,7,1,7,1,7,6,5,6,4,7,3,3,3,5,6,3,2,2,6,3,3,1,7,7,1,3,3,5,1,34,3,"None","2ed502f355ffbf6f","3LOTDFNYA7Z5WQQHQS04G97S4YZWFG","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:10","6/21/17 8:16","19ce9abf0acae986",348,1,"6/21/17 8:16",32.03,-81.16,5,5,5,5,6,6,5,2,4,6,5,2,5,3,5,1,1,1,5,4,6,4,4,2,7,4,4,5,4,5,4,5,2,2,5,6,6,2,5,2,5,7,5,2,2,7,7,7,6,7,7,3,5,5,7,7,5,6,5,5,5,5,5,5,5,5,6,5,1,29,4,"","129db5e0cd4e9179","3FUI0JHJPXYDPG80WDO0A37Y3F0338","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:04","6/21/17 8:16","8fbe8678acaafcf6",708,1,"6/21/17 8:16",40.8,-77.9,5,2,2,2,2,6,2,2,2,5,5,2,2,4,4,3,2,2,5,4,4,4,4,2,5,4,3,6,4,4,2,6,2,2,4,6,4,5,4,2,6,2,6,2,5,6,6,6,5,6,2,3,5,4,5,2,5,5,4,4,6,4,6,6,6,6,6,5,1,58,2,"","f316e1e9ac2617bc","374TNBHA8BV6CKBQJ9TMD5WMM88QY3","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:11","6/21/17 8:16","63098734ef79ddd4",310,1,"6/21/17 8:16",35.52,-97.57,1,1,1,1,2,7,1,1,1,4,5,2,3,1,4,3,3,3,5,6,5,6,6,1,7,1,1,7,1,1,1,7,1,1,1,6,1,7,1,1,7,1,7,1,5,6,5,7,7,7,7,3,3,1,4,1,2,3,5,2,3,2,5,5,4,4,3,5,1,55,4,"","c6c49a115a55411b","3DBQWDE4Y6YN7ZOESFW8YE3OMSI5NG","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:05","6/21/17 8:17","8a743f7c69e7fc5a",721,1,"6/21/17 8:17",39.38,-76.81,5,5,7,7,7,5,7,7,1,1,7,5,1,1,7,1,7,1,5,1,7,7,1,7,5,1,1,7,1,7,2,5,1,1,1,7,1,7,1,1,7,7,7,1,5,7,7,7,7,7,7,3,4,1,7,7,1,7,7,7,7,2,7,7,7,7,7,4,0,33,2,"none","75c85a9d9363c0fd","3IO1LGZLK9XYNW1ORWHU8NRTTSU86B","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:04","6/21/17 8:17","169f0910afca2900",747,1,"6/21/17 8:17",28.68,-81.28,6,2,4,2,2,6,5,2,2,7,3,2,5,2,3,2,5,2,5,4,6,4,4,2,6,4,2,6,2,4,4,6,2,2,5,6,3,5,3,1,7,3,7,1,3,6,6,6,6,6,6,3,2,2,6,2,2,4,5,5,5,1,6,6,2,5,5,5,0,26,3,"","aa03816422753be0","30BXRYBRP4XPAMHNLIO4JUJ5KDCWHE","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:04","6/21/17 8:17","3c2807cb41c4bf5d",751,1,"6/21/17 8:17",43.01,-73.86,6,3,3,2,4,5,3,2,2,3,7,2,3,3,5,1,1,1,5,7,7,6,5,1,6,2,2,6,1,2,1,6,1,1,2,7,3,5,3,1,7,1,7,1,3,7,7,7,4,7,5,3,3,3,5,2,2,5,3,3,5,3,7,6,6,6,5,3,0,25,4,"I consider myself a very educated, science-minded person, but some of those questions were really hard.","887145f3ee2573b3","3ZAK8W07I4E17IMMSA2IVEZRDG00UI","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:09","6/21/17 8:17","f27857919da2a583",453,1,"6/21/17 8:17",35.18,-90.09,5,2,6,2,2,6,2,1,5,6,3,2,3,3,4,5,6,5,5,4,5,6,5,2,6,3,2,6,2,5,6,7,2,2,2,6,3,6,5,2,6,2,7,2,3,6,6,6,2,6,6,3,3,2,5,3,2,6,2,6,6,2,6,6,3,6,6,6,1,25,4,"no","4d17e42b0d72be22","3R6P78PK7KBJI9II671BBA051JHTGM","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:10","6/21/17 8:17","9c60154a78541a0a",438,1,"6/21/17 8:17",35.39,-82.37,5,4,5,5,5,5,5,4,3,6,5,3,3,4,6,3,3,2,5,6,5,6,5,3,5,5,3,5,4,5,5,5,3,3,5,5,3,5,3,3,5,6,5,3,3,6,6,7,7,6,7,3,6,5,6,5,5,6,5,5,6,5,3,6,6,5,5,3,0,59,2,"none","df1e04dbcf5377ea","34PGFRQONOBL1SCD9IRPV7ZKX5GWJJ","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:07","6/21/17 8:17","8b997ca32c71e01f",635,1,"6/21/17 8:17",41.7,-87.84,3,4,3,3,4,5,4,4,1,6,4,2,4,3,5,6,2,5,5,5,5,4,5,3,6,4,2,7,2,6,2,5,2,3,4,5,3,5,3,1,7,2,7,1,5,6,4,7,6,7,7,3,5,2,6,5,6,5,5,5,5,2,6,6,5,3,3,5,0,38,6,"no","5ffd4b526e4eaad8","34MAJL3QP4NY7CR4WRTJK8Z4HFW34T","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:09","6/21/17 8:18","ebe281d534adc287",535,1,"6/21/17 8:18",41.95,-86.34,4,2,4,2,2,6,2,1,4,4,6,3,2,2,3,1,2,1,5,7,5,7,7,1,6,2,1,7,1,1,2,7,1,1,1,7,2,6,1,1,7,2,7,1,6,6,5,5,5,6,6,3,5,3,4,3,4,5,6,3,4,2,4,6,5,4,2,4,0,43,4,"Yay, vaccines!  Non-vaccinators are dumb as a brick and don't have any care for the concept of herd immunity.  Selfish, uneducated jerks.","bd58f523781d5914","33FBRBDW6OZN3DAP1NUXUNJ3PE58C3","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:11","6/21/17 8:18","c475c25bd7ffae05",381,1,"6/21/17 8:18",35.95,-78.8,5,6,6,6,6,5,6,5,6,7,2,4,6,6,6,3,5,3,5,6,4,6,6,3,5,6,4,4,4,4,3,4,4,4,5,4,4,4,4,4,4,4,4,4,6,6,4,6,4,6,5,3,5,5,6,6,4,5,4,4,5,3,4,6,4,5,5,5,0,30,3,"I have no additional comments.","40d3e6bafb8f4b72","39K0FND3AHFEVNFVBA8PTAUA9G9AMR","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:16","6/21/17 8:18","64b9b24429bf04dd",132,1,"6/21/17 8:18",37.04,-76.32,5,4,5,4,5,5,4,4,4,4,5,4,5,5,5,4,4,4,5,4,5,4,5,5,4,4,4,5,5,4,5,4,4,4,4,4,4,5,5,4,4,4,5,5,4,5,4,5,4,5,4,3,4,5,5,5,4,4,5,5,4,4,5,5,4,4,4,4,0,24,5,"","829dc64a8e085726","3AUQQEL7U5T1KXBMX0CNR01ARN90V7","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:04","6/21/17 8:18","81fd56063b677911",837,1,"6/21/17 8:18",39.46,-77.28,5,4,3,2,2,6,2,1,4,6,5,2,5,3,7,1,2,1,5,6,5,6,4,1,7,2,1,7,1,2,2,7,2,2,3,5,5,5,2,1,7,1,7,1,5,3,7,5,4,7,7,3,3,2,5,3,1,4,6,2,3,2,6,5,5,6,6,3,0,27,2,"thanks","3acc23a64eb88fcc","3RXPCZQMQPBI9P694OH154HA90RG11","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:12","6/21/17 8:19","b2c5626d21c5cc20",423,1,"6/21/17 8:19",33.65,-86.57,5,2,3,2,5,4,4,2,4,5,5,2,4,5,4,3,3,4,5,5,3,5,5,4,5,4,3,5,4,3,4,5,4,3,3,5,5,4,2,2,6,3,5,2,5,5,5,6,4,2,2,3,5,5,6,5,6,5,3,4,5,2,5,6,5,5,5,4,0,41,4,"","7b09080076f2292e","34QN5IT0TZR39LF9P71DZMH2GP880A","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:08","6/21/17 8:19","17050120240d0463",651,1,"6/21/17 8:19",33.8,-84.03,6,3,5,5,6,4,5,5,5,5,3,3,5,5,7,3,3,2,5,4,3,5,4,3,5,5,3,5,3,5,3,5,3,2,3,5,5,5,5,3,6,4,5,2,6,7,3,7,6,7,6,2,7,5,6,5,3,3,5,3,3,1,6,5,3,3,3,5,1,40,2,"Very interesting study, thank you!","af5f83b4a26b6589","33CKWXB73JKL5AG6M5WYYHD47B811M","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:05","6/21/17 8:19","10c8659a2311d0c4",839,1,"6/21/17 8:19",31.32,-89.18,6,6,6,4,3,7,5,2,1,6,7,2,1,2,6,1,2,1,5,6,6,6,6,1,7,1,1,7,2,2,2,7,1,1,1,7,2,7,2,1,7,1,7,1,7,7,5,7,7,7,6,3,6,7,7,3,2,6,6,2,2,1,7,7,3,2,1,7,0,31,4,"","6bff6b33e4a3ae99","3JPSL1DZ5SZKD50VNBNP6PJAE6JANR","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:14","6/21/17 8:20","8ed19c12fda59773",314,1,"6/21/17 8:20",40.78,-74.06,1,1,1,1,1,6,1,1,1,3,6,2,2,2,4,1,1,1,5,7,5,7,7,1,5,4,1,7,1,3,1,7,1,1,1,7,3,5,1,1,7,1,7,1,4,7,6,7,7,6,7,3,5,1,7,4,1,6,5,5,6,1,7,5,4,7,5,3,1,34,4,"no","747b2012b5bde802","3U088ZLJVKTEZMBRNAHJD2KOYWB0WH","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:06","6/21/17 8:20","c528329fd9256cb1",817,1,"6/21/17 8:20",35.67,-95.31,6,4,5,4,7,1,4,2,1,7,4,7,6,5,7,4,6,4,5,4,2,4,4,4,4,4,1,4,1,3,4,6,3,3,4,4,3,4,3,2,7,4,5,1,3,7,5,7,6,7,5,3,4,4,7,3,4,5,4,4,6,4,6,4,6,6,5,2,1,35,2,"","3ae49324b91036e8","3I0BTBYZAXLIOR6R2BZ7YZ5494AY0D","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:13","6/21/17 8:20","290ef4ac75e74d12",419,1,"6/21/17 8:20",1,38,6,2,4,4,6,7,5,1,1,5,5,2,3,4,4,4,2,3,5,4,4,4,4,4,6,7,2,5,1,2,2,6,2,2,2,6,2,6,2,1,5,2,5,1,6,5,4,6,7,4,5,3,4,3,6,3,2,6,5,4,5,5,6,4,4,5,4,3,1,32,4,"","c7bda14824fc35c2","3VAR3R6G1P1OC27SRS3OPNDKESNO8F","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:10","6/21/17 8:20","ec2bbef2465603a9",630,1,"6/21/17 8:20",43.19,-77.6,4,4,4,3,5,5,5,4,3,6,4,3,5,4,6,5,5,4,5,4,4,4,5,3,3,3,4,3,5,5,5,3,5,5,5,3,4,4,4,5,3,4,3,4,4,5,5,6,6,6,6,3,5,4,5,4,3,4,4,4,4,4,3,4,5,3,4,5,0,41,4,"No","5887142edc92725b","3DHE4R9OCWBPYAO5NSHFANRF165G2I","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:17","6/21/17 8:21","07aa118bb62e408f",215,1,"6/21/17 8:21",42.99,-85.46,3,2,2,2,2,6,2,2,2,4,6,2,2,2,4,2,2,2,5,6,6,6,6,2,5,2,2,6,1,2,2,6,2,2,2,6,2,6,2,2,1,2,6,1,2,6,6,6,6,6,5,3,4,4,6,3,2,6,3,5,5,2,6,6,6,6,6,2,0,23,4,"","a6babecc77a1a656","3T3IWE1XG6NAVYCW936N5O4776QQTE","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:09","6/21/17 8:21","f67e9a8206dd3c4a",709,1,"6/21/17 8:21",30.27,-89.45,1,1,1,1,2,6,2,1,1,4,6,1,1,2,4,1,2,2,5,6,6,6,4,1,6,2,2,6,1,6,4,5,2,1,2,6,5,3,5,2,2,6,6,1,4,6,6,5,5,5,2,3,2,2,6,3,1,6,4,5,5,4,4,4,6,6,6,1,0,30,2,"","76b3f5a89f75ab33","3GNA64GUZE48AW1687OP28YTR355Q3","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:13","6/21/17 8:22","032f456cdabe28be",505,1,"6/21/17 8:22",35.17,-120.44,4,4,2,3,3,4,4,2,2,6,6,1,3,1,4,1,1,1,5,6,6,6,4,2,7,2,1,7,1,4,2,7,1,1,2,7,2,4,1,1,7,3,7,1,4,7,7,7,6,6,5,3,2,2,3,2,1,4,4,4,4,1,7,7,5,4,5,4,0,23,4,"","4436afc4ba607b26","3X87C8JFV6B9GYZHK31XVJ8L5NCQSP","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:10","6/21/17 8:22","5a8720c9161e589d",743,1,"6/21/17 8:22",40.52,-105.06,5,6,6,4,5,5,5,3,3,7,6,2,4,5,7,2,5,2,5,6,6,4,4,2,6,4,2,6,1,4,3,6,2,2,4,4,5,5,2,2,7,2,7,2,3,5,6,6,4,6,2,3,6,6,7,5,4,7,4,6,7,2,6,6,5,6,6,4,0,35,3,"","81cb90b321f8af9b","33OOO72IVHL61X2D4L5SLJFQ3RPTCC","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:10","6/21/17 8:22","08d9c9eb3b559657",744,1,"6/21/17 8:22",5.83,-55.17,6,6,4,6,6,4,6,4,4,4,4,4,4,4,6,2,4,2,5,4,6,4,4,4,4,5,4,4,6,6,4,3,5,5,5,4,6,4,5,4,4,4,4,4,4,6,6,6,6,6,6,3,6,4,6,4,4,6,4,4,5,5,4,5,6,4,4,4,1,30,3,"","6cb9625a5ccd478a","3JRJSWSMQHLGZEOXLX5WTUBVU4Q3EZ","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:18","6/21/17 8:23","c576932c3ba969e7",285,1,"6/21/17 8:23",40.77,-73.99,5,2,2,5,2,6,2,1,2,4,6,2,3,4,5,4,2,4,5,4,6,6,4,2,7,1,1,6,1,1,1,7,1,1,1,7,1,7,1,1,7,1,7,1,5,5,5,5,5,6,5,3,5,2,6,6,2,5,4,3,4,2,6,6,5,5,5,5,1,30,4,"","b449d6ecf5e63ed7","3AMYWKA6YBM18OO4YD6Q59HT8XXO6T","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:16","6/21/17 8:23","29ea8873816422ca",437,1,"6/21/17 8:23",40.51,-79.95,6,1,6,4,5,3,6,2,1,7,4,3,4,6,6,1,1,1,5,7,6,7,7,1,6,1,1,7,4,4,4,7,1,2,5,5,2,5,1,1,7,5,7,1,5,7,7,7,7,7,5,3,4,4,6,4,5,3,5,3,3,2,5,6,5,7,7,3,0,52,4,"It is irresponsible to not vaccinate your child.","36fb51a260841da1","30LB5CDZNCAITHGWYX1QC6E6FYF0Z7","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:16","6/21/17 8:24","c972664b94e4afa4",480,1,"6/21/17 8:24",38.77,-77.63,2,2,5,3,5,4,3,4,2,2,6,6,1,2,6,1,1,1,5,5,3,2,4,2,6,5,2,5,1,2,1,7,1,2,2,6,1,6,1,7,7,3,7,1,1,7,7,6,4,5,6,3,6,3,5,5,3,3,3,5,5,5,5,6,6,7,7,2,1,23,5,"","7e5dae1e1c73631e","388U7OUMF719RQU5OG7DQ3C76HVR04","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:11","6/21/17 8:24","2756de83df01b186",802,1,"6/21/17 8:24",27.08,-80.26,5,2,4,4,5,3,6,3,4,7,1,4,7,7,7,2,3,3,5,6,6,7,4,2,6,5,5,3,4,7,7,1,4,4,6,2,6,4,5,6,2,4,2,6,2,6,6,6,6,6,6,3,6,5,6,6,5,2,7,1,6,2,7,6,2,6,6,2,1,34,4,"","a3c2bb9eb8af35ef","3RSDURM96AMHFHLLAIYMJO7835KYEZ","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:08","6/21/17 8:25","2fb41dbc16d2c5f7",1010,1,"6/21/17 8:25",27.8,-81.99,7,5,6,7,7,1,7,5,6,6,2,5,7,7,7,6,7,6,5,7,6,7,4,1,2,7,7,1,4,7,7,1,7,6,7,1,7,1,6,7,1,1,1,7,2,7,7,7,7,7,7,3,6,3,7,5,3,7,7,1,2,1,4,6,7,1,2,6,0,28,6,"no","a038e7ea3f8666fc","30IQTZXKAK6TOMGHXFD5FLYV7YH0XA","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:19","6/21/17 8:25","417279e5b8d6bcde",326,1,"6/21/17 8:25",33.44,-90.66,6,2,5,1,3,5,2,2,1,3,6,2,3,2,3,1,5,2,5,4,5,1,4,2,7,4,1,6,1,5,2,6,2,2,2,5,3,7,2,7,7,1,7,1,1,6,6,5,2,3,2,3,4,3,6,5,2,5,5,2,4,1,7,7,3,4,5,3,1,28,4,"","13619374410824de","3QRYMNZ7FYHPS1Z4TBE61U922V3TNU","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:21","6/21/17 8:27","c83cc8f1894b4abd",384,1,"6/21/17 8:27",33.45,-111.8,5,5,6,6,2,6,1,1,1,7,5,1,1,1,5,1,1,1,6,6,6,6,6,1,7,3,1,7,1,3,3,5,1,1,5,6,3,3,5,1,7,1,7,1,5,7,7,7,7,7,7,2,6,5,6,2,2,6,5,3,6,3,5,7,6,6,6,6,0,39,4,"","b72a39d2389baa26","3XUHV3NRVKYVX323PH1VTU6S0G95H7","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:17","6/21/17 8:27","54d58a0d3a7f6c19",619,1,"6/21/17 8:27",37.5,-77.47,5,2,5,2,2,5,2,4,1,5,3,3,3,4,6,3,1,2,5,4,4,4,4,2,6,6,2,6,5,4,5,5,3,2,5,4,3,4,4,4,5,5,3,2,5,7,6,7,7,7,7,3,3,2,6,4,2,5,4,5,6,5,3,4,5,6,6,2,1,31,3,"","05b2a7b6dde28498","36AHBNMV1RCCNB7LENN2D6PN3TJYD6","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:19","6/21/17 8:28","87bf8f55c39fe3d5",513,1,"6/21/17 8:28",39.02,-77.54,5,1,1,1,1,7,1,1,1,2,7,1,1,1,2,6,6,2,5,5,6,6,4,1,7,1,1,7,1,1,1,7,1,1,1,7,1,7,1,1,7,4,7,1,2,6,6,6,2,6,5,3,1,1,5,1,1,3,5,5,3,1,7,7,3,5,5,3,1,31,4,"","f6c3a236d46b6594","3ZY8KE4ISJ3P8QGLEY6266SS4R6QVU","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:22","6/21/17 8:28","58a180a4c12fa5a7",314,1,"6/21/17 8:28",25.98,-80.34,3,3,4,4,5,6,4,4,1,3,5,6,3,4,4,5,4,3,5,4,5,2,3,4,6,5,3,6,2,4,4,6,2,2,4,6,2,4,3,2,6,4,6,2,3,6,5,5,4,4,5,3,3,3,4,2,3,5,5,4,5,4,5,5,4,5,6,3,1,29,4,"","593d4b28175896ef","39LOEL67OS5ZQDE68UJW1KF9J1S835","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:25","6/21/17 8:28","a5df405c51562bad",190,1,"6/21/17 8:28",39.08,-94.58,3,6,4,5,3,5,6,5,5,2,5,5,5,5,4,5,6,5,6,5,6,6,4,6,5,4,3,5,6,5,3,4,6,4,6,5,5,4,5,5,6,5,4,5,3,6,4,3,4,5,6,5,6,5,5,3,4,5,4,6,6,3,5,6,4,7,4,5,1,22,4,"","d74747f29b9ed713","3TPWUS5F891YTE67ZQA383MP7L7WC5","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:22","6/21/17 8:28","a8704f0851ae4f3d",360,1,"6/21/17 8:28",47.61,-122.33,5,4,4,4,2,6,2,6,2,6,6,2,2,2,6,2,2,2,5,6,6,6,6,2,6,2,2,6,2,4,2,6,2,2,2,6,5,3,3,2,6,4,6,2,5,6,4,7,7,7,7,3,3,2,5,3,2,3,5,3,3,5,6,6,4,3,3,5,0,31,2,"","9f46c4ce92b46dbc","3PWWM24LHSYA5VIN4U5RIAAHDNS82U","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:20","6/21/17 8:29","59b29199fc375dee",553,1,"6/21/17 8:29",38.67,-90.32,5,1,1,1,6,6,4,4,2,5,7,1,2,4,6,1,2,1,5,6,5,4,4,1,6,1,1,6,1,2,4,7,1,1,1,6,2,4,2,1,7,1,7,1,7,2,4,4,3,4,2,3,4,3,5,4,4,6,4,4,4,1,5,7,3,4,4,6,0,32,6,"","5fad1f16dfdff650","3HPZF4IVNMT2IJ17ERSRT075IT7YC6","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
"6/21/17 8:16","6/21/17 8:30","f9d269b73f75f2b6",829,1,"6/21/17 8:30",40.88,-72.95,4,3,3,2,5,4,5,3,4,5,4,4,4,5,4,4,4,5,5,5,3,5,3,4,4,4,5,5,3,3,5,3,3,3,4,5,3,4,5,4,4,3,3,3,4,4,5,3,5,4,4,3,3,4,4,5,4,3,5,3,4,3,3,4,4,5,4,3,1,23,2,"","f8c7c0945ff9e46b","3H7XDTSHKCRBAQMC1C6MYU745DZWGF","31KSVEGZ34SZDWXWRLVW9EQP01MWRY"
